col,GSE,Basename,NCBI_scientific_name,taxid,Tissue,Sex,Family,Order,Species,SuccessRate,common_names
GSM4997561,GSE164127,GSM4997561,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.728072983,greater horseshoe bat
GSM4997562,GSE164127,GSM4997562,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.726765898,greater horseshoe bat
GSM4997563,GSE164127,GSM4997563,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.716335894,greater horseshoe bat
GSM4997564,GSE164127,GSM4997564,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.751973965,greater horseshoe bat
GSM4997565,GSE164127,GSM4997565,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.76189714,greater horseshoe bat
GSM4997566,GSE164127,GSM4997566,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.714868758,greater horseshoe bat
GSM4997567,GSE164127,GSM4997567,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.728473111,greater horseshoe bat
GSM4997568,GSE164127,GSM4997568,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.742877721,greater horseshoe bat
GSM4997569,GSE164127,GSM4997569,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.706412719,greater horseshoe bat
GSM4997570,GSE164127,GSM4997570,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.770193128,greater horseshoe bat
GSM4997716,GSE164127,GSM4997716,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.695689287,greater horseshoe bat
GSM4997717,GSE164127,GSM4997717,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.722471191,greater horseshoe bat
GSM4997725,GSE164127,GSM4997725,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.759763124,greater horseshoe bat
GSM4997727,GSE164127,GSM4997727,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.751867264,greater horseshoe bat
GSM4997731,GSE164127,GSM4997731,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.718950064,greater horseshoe bat
GSM4997732,GSE164127,GSM4997732,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.749759923,greater horseshoe bat
GSM4997733,GSE164127,GSM4997733,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.77296735,greater horseshoe bat
GSM4997740,GSE164127,GSM4997740,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.695262484,greater horseshoe bat
GSM4997745,GSE164127,GSM4997745,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.684325651,greater horseshoe bat
GSM4997748,GSE164127,GSM4997748,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.751120359,greater horseshoe bat
GSM4997754,GSE164127,GSM4997754,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.762937473,greater horseshoe bat
GSM4997756,GSE164127,GSM4997756,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.660157917,greater horseshoe bat
GSM4997758,GSE164127,GSM4997758,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.671734955,greater horseshoe bat
GSM4997761,GSE164127,GSM4997761,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.69534251,greater horseshoe bat
GSM4997763,GSE164127,GSM4997763,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.768139138,greater horseshoe bat
GSM4997778,GSE164127,GSM4997778,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.701664533,greater horseshoe bat
GSM4997779,GSE164127,GSM4997779,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.728153009,greater horseshoe bat
GSM4997796,GSE164127,GSM4997796,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.718790013,greater horseshoe bat
GSM4997799,GSE164127,GSM4997799,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.638977806,greater horseshoe bat
GSM4997800,GSE164127,GSM4997800,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.66837388,greater horseshoe bat
GSM4997801,GSE164127,GSM4997801,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.755415066,greater horseshoe bat
GSM4997803,GSE164127,GSM4997803,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.775661545,greater horseshoe bat
GSM4997804,GSE164127,GSM4997804,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.792653649,greater horseshoe bat
GSM4997805,GSE164127,GSM4997805,Rhinolophus ferrumequinum,59479,Skin,Female,Rhinolophidae,Chiroptera,Rhinolophus ferrumequinum,0.764537985,greater horseshoe bat
GSM4997192,GSE164127,GSM4997192,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.723244772,evening bat
GSM4997199,GSE164127,GSM4997199,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.717829706,evening bat
GSM4997200,GSE164127,GSM4997200,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.743758003,evening bat
GSM4997206,GSE164127,GSM4997206,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.713908451,evening bat
GSM4997210,GSE164127,GSM4997210,Nycticeius humeralis,27670,Muscle,Male,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.718016432,evening bat
GSM4997214,GSE164127,GSM4997214,Nycticeius humeralis,27670,Muscle,Male,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.75461481,evening bat
GSM4997215,GSE164127,GSM4997215,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.711080879,evening bat
GSM4997217,GSE164127,GSM4997217,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.726179044,evening bat
GSM4997219,GSE164127,GSM4997219,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.709773794,evening bat
GSM4997224,GSE164127,GSM4997224,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.722497866,evening bat
GSM4997233,GSE164127,GSM4997233,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.704225352,evening bat
GSM4997235,GSE164127,GSM4997235,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.752214042,evening bat
GSM4997239,GSE164127,GSM4997239,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.700090696,evening bat
GSM4997240,GSE164127,GSM4997240,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.585093897,evening bat
GSM4997244,GSE164127,GSM4997244,Nycticeius humeralis,27670,Muscle,Male,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.734074904,evening bat
GSM4997250,GSE164127,GSM4997250,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.710734102,evening bat
GSM4997255,GSE164127,GSM4997255,Nycticeius humeralis,27670,Muscle,Male,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.68483248,evening bat
GSM4997261,GSE164127,GSM4997261,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.709293641,evening bat
GSM4997264,GSE164127,GSM4997264,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.701744558,evening bat
GSM4997266,GSE164127,GSM4997266,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.705825864,evening bat
GSM4997269,GSE164127,GSM4997269,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.727459454,evening bat
GSM4997271,GSE164127,GSM4997271,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.713695049,evening bat
GSM4997275,GSE164127,GSM4997275,Nycticeius humeralis,27670,Muscle,Male,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.729673496,evening bat
GSM4997278,GSE164127,GSM4997278,Nycticeius humeralis,27670,Muscle,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.701824584,evening bat
GSM4997385,GSE164127,GSM4997385,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.755041613,fish-eating bat
GSM4997387,GSE164127,GSM4997387,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.750186726,fish-eating bat
GSM4997388,GSE164127,GSM4997388,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.76445796,big brown bat
GSM4997390,GSE164127,GSM4997390,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.750586854,fish-eating bat
GSM4997395,GSE164127,GSM4997395,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.750880282,big brown bat
GSM4997397,GSE164127,GSM4997397,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.765391592,fish-eating bat
GSM4997398,GSE164127,GSM4997398,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.771927017,big brown bat
GSM4997400,GSE164127,GSM4997400,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.762590696,big brown bat
GSM4997403,GSE164127,GSM4997403,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.763364277,fish-eating bat
GSM4997404,GSE164127,GSM4997404,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.774087708,big brown bat
GSM4997407,GSE164127,GSM4997407,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.747732608,fish-eating bat
GSM4997409,GSE164127,GSM4997409,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.738022834,fish-eating bat
GSM4997412,GSE164127,GSM4997412,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.750426803,fish-eating bat
GSM4997414,GSE164127,GSM4997414,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.75394793,big brown bat
GSM4997416,GSE164127,GSM4997416,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.752480794,big brown bat
GSM4997418,GSE164127,GSM4997418,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.770726633,big brown bat
GSM4997420,GSE164127,GSM4997420,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.741330559,big brown bat
GSM4997429,GSE164127,GSM4997429,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.774834614,big brown bat
GSM4997431,GSE164127,GSM4997431,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.771820316,big brown bat
GSM4997434,GSE164127,GSM4997434,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.743784678,fish-eating bat
GSM4997437,GSE164127,GSM4997437,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.758295988,big brown bat
GSM4997438,GSE164127,GSM4997438,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.765604994,big brown bat
GSM4997439,GSE164127,GSM4997439,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.757762484,fish-eating bat
GSM4997441,GSE164127,GSM4997441,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.742290866,fish-eating bat
GSM4997442,GSE164127,GSM4997442,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.744931711,big brown bat
GSM4997446,GSE164127,GSM4997446,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.778622493,big brown bat
GSM4997448,GSE164127,GSM4997448,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.75922962,big brown bat
GSM4997449,GSE164127,GSM4997449,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.756241997,big brown bat
GSM4997450,GSE164127,GSM4997450,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.736502347,big brown bat
GSM4997452,GSE164127,GSM4997452,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.782463722,big brown bat
GSM4997453,GSE164127,GSM4997453,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.746638924,fish-eating bat
GSM4997454,GSE164127,GSM4997454,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.750586854,big brown bat
GSM4997455,GSE164127,GSM4997455,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.760990184,big brown bat
GSM4997456,GSE164127,GSM4997456,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.747919334,fish-eating bat
GSM4997459,GSE164127,GSM4997459,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.770433205,big brown bat
GSM4997461,GSE164127,GSM4997461,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.75066688,big brown bat
GSM4997462,GSE164127,GSM4997462,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.75722898,fish-eating bat
GSM4997463,GSE164127,GSM4997463,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.747892659,fish-eating bat
GSM4997466,GSE164127,GSM4997466,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.761256936,big brown bat
GSM4997467,GSE164127,GSM4997467,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.739409945,fish-eating bat
GSM4997471,GSE164127,GSM4997471,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.778088988,big brown bat
GSM4997474,GSE164127,GSM4997474,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.750586854,fish-eating bat
GSM4997476,GSE164127,GSM4997476,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.773527529,big brown bat
GSM4997478,GSE164127,GSM4997478,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.778062313,big brown bat
GSM4997512,GSE164127,GSM4997512,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.752774221,big brown bat
GSM4997516,GSE164127,GSM4997516,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.555564447,big brown bat
GSM4997519,GSE164127,GSM4997519,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.72036385,big brown bat
GSM4997521,GSE164127,GSM4997521,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.705745839,big brown bat
GSM4997524,GSE164127,GSM4997524,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.773900982,big brown bat
GSM4997526,GSE164127,GSM4997526,Eptesicus fuscus,29078,Muscle,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.632682458,big brown bat
GSM4997528,GSE164127,GSM4997528,Eptesicus fuscus,29078,Liver,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.760830132,big brown bat
GSM4997529,GSE164127,GSM4997529,Eptesicus fuscus,29078,Liver,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.725058685,big brown bat
GSM4997530,GSE164127,GSM4997530,Eptesicus fuscus,29078,Brain,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.690460948,big brown bat
GSM4997531,GSE164127,GSM4997531,Myotis brandtii,109478,Muscle,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.801189714,Brandt's bat
GSM4997532,GSE164127,GSM4997532,Myotis brandtii,109478,Liver,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.781423389,Brandt's bat
GSM4997533,GSE164127,GSM4997533,Myotis brandtii,109478,Brain,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.784571063,Brandt's bat
GSM4997534,GSE164127,GSM4997534,Myotis brandtii,109478,Muscle,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.786465002,Brandt's bat
GSM4997535,GSE164127,GSM4997535,Myotis brandtii,109478,Liver,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.797828638,Brandt's bat
GSM4997536,GSE164127,GSM4997536,Myotis brandtii,109478,Brain,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.776488476,Brandt's bat
GSM4997537,GSE164127,GSM4997537,Myotis brandtii,109478,Muscle,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.786731754,Brandt's bat
GSM4997538,GSE164127,GSM4997538,Myotis brandtii,109478,Liver,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.770513231,Brandt's bat
GSM4997539,GSE164127,GSM4997539,Myotis brandtii,109478,Brain,Male,Vespertilionidae,Chiroptera,Myotis brandtii,0.786518353,Brandt's bat
GSM4997540,GSE164127,GSM4997540,Myotis brandtii,109478,Muscle,Female,Vespertilionidae,Chiroptera,Myotis brandtii,0.793560606,Brandt's bat
GSM4997541,GSE164127,GSM4997541,Myotis brandtii,109478,Liver,Female,Vespertilionidae,Chiroptera,Myotis brandtii,0.772593897,Brandt's bat
GSM4997542,GSE164127,GSM4997542,Myotis brandtii,109478,Brain,Female,Vespertilionidae,Chiroptera,Myotis brandtii,0.802416773,Brandt's bat
GSM4997543,GSE164127,GSM4997543,Nyctalus noctula,51300,Muscle,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.747279129,noctule
GSM4997544,GSE164127,GSM4997544,Nyctalus noctula,51300,Liver,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.730793854,noctule
GSM4997545,GSE164127,GSM4997545,Nyctalus noctula,51300,Brain,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.726739223,noctule
GSM4997546,GSE164127,GSM4997546,Nyctalus noctula,51300,Muscle,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.725005335,noctule
GSM4997547,GSE164127,GSM4997547,Nyctalus noctula,51300,Liver,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.720577251,noctule
GSM4997548,GSE164127,GSM4997548,Nyctalus noctula,51300,Brain,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.716682672,noctule
GSM4997549,GSE164127,GSM4997549,Nyctalus noctula,51300,Muscle,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.733194622,noctule
GSM4997550,GSE164127,GSM4997550,Nyctalus noctula,51300,Liver,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.744131455,noctule
GSM4997551,GSE164127,GSM4997551,Nyctalus noctula,51300,Brain,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.745465216,noctule
GSM4997552,GSE164127,GSM4997552,Nyctalus noctula,51300,Muscle,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.736422322,noctule
GSM4997553,GSE164127,GSM4997553,Nyctalus noctula,51300,Liver,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.733034571,noctule
GSM4997554,GSE164127,GSM4997554,Nyctalus noctula,51300,Brain,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.746825651,noctule
GSM4997571,GSE164127,GSM4997571,Myotis myotis,51298,Skin,Male,Vespertilionidae,Chiroptera,Myotis myotis,0.472711268,
GSM4997572,GSE164127,GSM4997572,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.603019633,
GSM4997573,GSE164127,GSM4997573,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.527662185,
GSM4997574,GSE164127,GSM4997574,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.564634016,
GSM4997575,GSE164127,GSM4997575,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.61182245,
GSM4997576,GSE164127,GSM4997576,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.449877294,
GSM4997577,GSE164127,GSM4997577,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.593870038,
GSM4997578,GSE164127,GSM4997578,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.613636364,
GSM4997579,GSE164127,GSM4997579,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.60987516,
GSM4997580,GSE164127,GSM4997580,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.600218737,
GSM4997581,GSE164127,GSM4997581,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.596911012,
GSM4997582,GSE164127,GSM4997582,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.549242424,
GSM4997583,GSE164127,GSM4997583,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.572129748,
GSM4997584,GSE164127,GSM4997584,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.607554417,
GSM4997585,GSE164127,GSM4997585,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.597471191,
GSM4997586,GSE164127,GSM4997586,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.601045668,
GSM4997587,GSE164127,GSM4997587,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.556578105,
GSM4997588,GSE164127,GSM4997588,Myotis myotis,51298,Skin,Male,Vespertilionidae,Chiroptera,Myotis myotis,0.515391592,
GSM4997589,GSE164127,GSM4997589,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.573703585,
GSM4997590,GSE164127,GSM4997590,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.564073837,
GSM4997591,GSE164127,GSM4997591,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.587334614,
GSM4997592,GSE164127,GSM4997592,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.630681818,
GSM4997593,GSE164127,GSM4997593,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.622519206,
GSM4997594,GSE164127,GSM4997594,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.605046948,
GSM4997595,GSE164127,GSM4997595,Myotis myotis,51298,Skin,Male,Vespertilionidae,Chiroptera,Myotis myotis,0.46841656,
GSM4997596,GSE164127,GSM4997596,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.590348912,
GSM4997597,GSE164127,GSM4997597,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.55060286,
GSM4997598,GSE164127,GSM4997598,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.533130602,
GSM4997599,GSE164127,GSM4997599,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.623799616,
GSM4997600,GSE164127,GSM4997600,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.451477806,
GSM4997601,GSE164127,GSM4997601,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.608354673,
GSM4997602,GSE164127,GSM4997602,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.600485489,
GSM4997603,GSE164127,GSM4997603,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.626253735,
GSM4997604,GSE164127,GSM4997604,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.592029449,
GSM4997605,GSE164127,GSM4997605,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.606514085,
GSM4997606,GSE164127,GSM4997606,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.554684166,
GSM4997607,GSE164127,GSM4997607,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.59146927,
GSM4997608,GSE164127,GSM4997608,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.599818609,
GSM4997609,GSE164127,GSM4997609,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.60792787,
GSM4997610,GSE164127,GSM4997610,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.612702732,
GSM4997611,GSE164127,GSM4997611,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.571569569,
