col,GSE,Basename,NCBI_scientific_name,taxid,Tissue,Sex,Family,Order,Species,SuccessRate,common_names
GSM4997612,GSE164127,GSM4997612,Myotis myotis,51298,Skin,Male,Vespertilionidae,Chiroptera,Myotis myotis,0.509923175,
GSM4997613,GSE164127,GSM4997613,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.543213828,
GSM4997614,GSE164127,GSM4997614,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.533050576,
GSM4997615,GSE164127,GSM4997615,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.558658771,
GSM4997616,GSE164127,GSM4997616,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.635483355,
GSM4997617,GSE164127,GSM4997617,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.625640205,
GSM4997618,GSE164127,GSM4997618,Myotis myotis,51298,Skin,Female,Vespertilionidae,Chiroptera,Myotis myotis,0.616650662,
GSM4997621,GSE164127,GSM4997621,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.754934913,little brown bat
GSM4997623,GSE164127,GSM4997623,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.754294708,little brown bat
GSM4997625,GSE164127,GSM4997625,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.766191848,little brown bat
GSM4997626,GSE164127,GSM4997626,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.762857448,little brown bat
GSM4997640,GSE164127,GSM4997640,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.728846564,little brown bat
GSM4997641,GSE164127,GSM4997641,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.75266752,little brown bat
GSM4997651,GSE164127,GSM4997651,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.739409945,little brown bat
GSM4997662,GSE164127,GSM4997662,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.692968417,little brown bat
GSM4997670,GSE164127,GSM4997670,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.75328105,little brown bat
GSM4997682,GSE164127,GSM4997682,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.802496799,little brown bat
GSM4997683,GSE164127,GSM4997683,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.768779343,little brown bat
GSM4997684,GSE164127,GSM4997684,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.782490397,little brown bat
GSM4997687,GSE164127,GSM4997687,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.788999146,little brown bat
GSM4997692,GSE164127,GSM4997692,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.764644686,little brown bat
GSM4997694,GSE164127,GSM4997694,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.771900341,little brown bat
GSM4997702,GSE164127,GSM4997702,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.769659624,little brown bat
GSM4997713,GSE164127,GSM4997713,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.758376014,little brown bat
GSM4997714,GSE164127,GSM4997714,Myotis lucifugus,59463,Skin,Female,Vespertilionidae,Chiroptera,Myotis lucifugus,0.755148314,little brown bat
GSM4997715,GSE164127,GSM4997715,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.682671788,pallid bat
GSM4997718,GSE164127,GSM4997718,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.675336108,pallid bat
GSM4997720,GSE164127,GSM4997720,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.669440888,pallid bat
GSM4997721,GSE164127,GSM4997721,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.688807085,pallid bat
GSM4997722,GSE164127,GSM4997722,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.69873026,pallid bat
GSM4997729,GSE164127,GSM4997729,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.703798549,pallid bat
GSM4997730,GSE164127,GSM4997730,Antrozous pallidus,9440,Skin,Male,Vespertilionidae,Chiroptera,Antrozous pallidus,0.699663892,pallid bat
GSM4997735,GSE164127,GSM4997735,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.696622919,pallid bat
GSM4997737,GSE164127,GSM4997737,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.682911865,pallid bat
GSM4997739,GSE164127,GSM4997739,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.692568289,pallid bat
GSM4997744,GSE164127,GSM4997744,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.663679044,pallid bat
GSM4997747,GSE164127,GSM4997747,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.684005548,pallid bat
GSM4997765,GSE164127,GSM4997765,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.586667734,pallid bat
GSM4997767,GSE164127,GSM4997767,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.661224925,pallid bat
GSM4997768,GSE164127,GSM4997768,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.655516432,pallid bat
GSM4997772,GSE164127,GSM4997772,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.677256722,pallid bat
GSM4997783,GSE164127,GSM4997783,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.718389885,pallid bat
GSM4997788,GSE164127,GSM4997788,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.714948784,pallid bat
GSM4997791,GSE164127,GSM4997791,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.697636577,pallid bat
GSM4997792,GSE164127,GSM4997792,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.669600939,pallid bat
GSM4997793,GSE164127,GSM4997793,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.71124093,pallid bat
GSM4997797,GSE164127,GSM4997797,Antrozous pallidus,9440,Skin,Female,Vespertilionidae,Chiroptera,Antrozous pallidus,0.665066155,pallid bat
GSM4997807,GSE164127,GSM4997807,Antrozous pallidus,9440,Skin,Male,Vespertilionidae,Chiroptera,Antrozous pallidus,0.698303457,pallid bat
GSM4997816,GSE164127,GSM4997816,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.735835467,big brown bat
GSM4997819,GSE164127,GSM4997819,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.74799936,big brown bat
GSM4997820,GSE164127,GSM4997820,Nycticeius humeralis,27670,Skin,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.296548229,evening bat
GSM4997823,GSE164127,GSM4997823,Nyctalus noctula,51300,Skin,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.661651729,noctule
GSM4997827,GSE164127,GSM4997827,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.733648101,big brown bat
GSM4997828,GSE164127,GSM4997828,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.711667734,big brown bat
GSM4997830,GSE164127,GSM4997830,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.726632522,big brown bat
GSM4997834,GSE164127,GSM4997834,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.714095177,big brown bat
GSM4997836,GSE164127,GSM4997836,Nycticeius humeralis,27670,Skin,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.419974392,evening bat
GSM4997841,GSE164127,GSM4997841,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.743838028,big brown bat
GSM4997847,GSE164127,GSM4997847,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.752747546,big brown bat
GSM4997855,GSE164127,GSM4997855,Nycticeius humeralis,27670,Skin,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.323410158,evening bat
GSM4997857,GSE164127,GSM4997857,Nycticeius humeralis,27670,Skin,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.116063807,evening bat
GSM4997858,GSE164127,GSM4997858,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.666826718,fish-eating bat
GSM4997859,GSE164127,GSM4997859,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.743784678,big brown bat
GSM4997862,GSE164127,GSM4997862,Myotis vivesi,233766,Skin,Female,Vespertilionidae,Chiroptera,Myotis vivesi,0.711747759,fish-eating bat
GSM4997863,GSE164127,GSM4997863,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.742530943,big brown bat
GSM4997869,GSE164127,GSM4997869,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.723458173,big brown bat
GSM4997871,GSE164127,GSM4997871,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.726339095,big brown bat
GSM4997876,GSE164127,GSM4997876,Myotis vivesi,233766,Skin,Male,Vespertilionidae,Chiroptera,Myotis vivesi,0.68683312,fish-eating bat
GSM4997881,GSE164127,GSM4997881,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.714842083,big brown bat
GSM4997883,GSE164127,GSM4997883,Nyctalus noctula,51300,Skin,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.669440888,noctule
GSM4997888,GSE164127,GSM4997888,Nyctalus noctula,51300,Skin,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.416773367,noctule
GSM4997892,GSE164127,GSM4997892,Nyctalus noctula,51300,Skin,Female,Vespertilionidae,Chiroptera,Nyctalus noctula,0.636923816,noctule
GSM4997897,GSE164127,GSM4997897,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.738236236,big brown bat
GSM4997898,GSE164127,GSM4997898,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.748986342,big brown bat
GSM4997904,GSE164127,GSM4997904,Nycticeius humeralis,27670,Skin,Female,Vespertilionidae,Chiroptera,Nycticeius humeralis,0.080105634,evening bat
GSM4997905,GSE164127,GSM4997905,Nyctalus noctula,51300,Skin,Male,Vespertilionidae,Chiroptera,Nyctalus noctula,0.466949424,noctule
GSM4997907,GSE164127,GSM4997907,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.732047589,big brown bat
GSM4997908,GSE164127,GSM4997908,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.748586214,big brown bat
GSM4997909,GSE164127,GSM4997909,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.755388391,big brown bat
GSM4997910,GSE164127,GSM4997910,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.738076184,big brown bat
GSM4997911,GSE164127,GSM4997911,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.726045668,big brown bat
GSM4997912,GSE164127,GSM4997912,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.72503201,big brown bat
GSM4997913,GSE164127,GSM4997913,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.724071703,big brown bat
GSM4997914,GSE164127,GSM4997914,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.74538519,big brown bat
GSM4997915,GSE164127,GSM4997915,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.740076825,big brown bat
GSM4997916,GSE164127,GSM4997916,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.753147674,big brown bat
GSM4997917,GSE164127,GSM4997917,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.760803457,big brown bat
GSM4997918,GSE164127,GSM4997918,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.731914213,big brown bat
GSM4997919,GSE164127,GSM4997919,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.748292787,big brown bat
GSM4997920,GSE164127,GSM4997920,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.751467136,big brown bat
GSM4997921,GSE164127,GSM4997921,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.755761844,big brown bat
GSM4997922,GSE164127,GSM4997922,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.749786598,big brown bat
GSM4997923,GSE164127,GSM4997923,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.760163252,big brown bat
GSM4997924,GSE164127,GSM4997924,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.738796415,big brown bat
GSM4997925,GSE164127,GSM4997925,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.743224499,big brown bat
GSM4997926,GSE164127,GSM4997926,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.714388604,big brown bat
GSM4997927,GSE164127,GSM4997927,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.761470337,big brown bat
GSM4997928,GSE164127,GSM4997928,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.746585574,big brown bat
GSM4997929,GSE164127,GSM4997929,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.728179684,big brown bat
GSM4997930,GSE164127,GSM4997930,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.738289586,big brown bat
GSM4997931,GSE164127,GSM4997931,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.742877721,big brown bat
GSM4997932,GSE164127,GSM4997932,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.75528169,big brown bat
GSM4997933,GSE164127,GSM4997933,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.755255015,big brown bat
GSM4997934,GSE164127,GSM4997934,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.747919334,big brown bat
GSM4997935,GSE164127,GSM4997935,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.727512804,big brown bat
GSM4997936,GSE164127,GSM4997936,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.736448997,big brown bat
GSM4997937,GSE164127,GSM4997937,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.683418694,big brown bat
GSM4997938,GSE164127,GSM4997938,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.752267392,big brown bat
GSM4997939,GSE164127,GSM4997939,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.757922535,big brown bat
GSM4997940,GSE164127,GSM4997940,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.763284251,big brown bat
GSM4997941,GSE164127,GSM4997941,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.733274648,big brown bat
GSM4997942,GSE164127,GSM4997942,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.750560179,big brown bat
GSM4997943,GSE164127,GSM4997943,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.657303671,big brown bat
GSM4997944,GSE164127,GSM4997944,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.64084507,big brown bat
GSM4997945,GSE164127,GSM4997945,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.695102433,big brown bat
GSM4997946,GSE164127,GSM4997946,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.690140845,big brown bat
GSM4997947,GSE164127,GSM4997947,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.676563167,big brown bat
GSM4997948,GSE164127,GSM4997948,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.6579172,big brown bat
GSM4997949,GSE164127,GSM4997949,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.656796842,big brown bat
GSM4997950,GSE164127,GSM4997950,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.660424669,big brown bat
GSM4997951,GSE164127,GSM4997951,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.652822236,big brown bat
GSM4997952,GSE164127,GSM4997952,Eptesicus fuscus,29078,Skin,Female,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.664746052,big brown bat
GSM4997953,GSE164127,GSM4997953,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.650848271,big brown bat
GSM4997954,GSE164127,GSM4997954,Eptesicus fuscus,29078,Skin,Male,Vespertilionidae,Chiroptera,Eptesicus fuscus,0.657170294,big brown bat
